Key,Summary,Issue Type,Priority,Status,Story Points,Component,Labels,Assignee,Reporter,Description,Steps,Expected Result,Test Type,Test Data
TC-809,Verify Logout - Navigate Date of Birth is required with duplicate data,Test Case,High,To Do,6,Web App,"Logout,Functional,Regression",Automation Team,QA Team,"Verify Logout - Navigate Date of Birth is required with duplicate data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Date of Birth field
3. Clear Date of Birth with test data
4. Select Next button
5. Verify is required

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Navigate Date of Birth field
3. Clear Date of Birth with test data
4. Select Next button
5. Verify is required",User is redirected to dashboard,Functional,Invalid
TC-810,Verify Form Validation - Refresh Phone Number is hidden with maximum characters,Test Case,High,To Do,8,Web App,"Form Validation,Security,Regression",QA Team,QA Team,"Verify Form Validation - Refresh Phone Number is hidden with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Refresh Phone Number field
3. Fill in Phone Number with test data
4. Select Cancel button
5. Verify is hidden

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Refresh Phone Number field
3. Fill in Phone Number with test data
4. Select Cancel button
5. Verify is hidden",Validation error is shown,Security,Valid
TC-811,Verify Screen Reader - Select Zip Code is hidden with XSS,Test Case,Medium,To Do,1,Web App,"Screen Reader,Negative,Regression",QA Team,QA Team,"Verify Screen Reader - Select Zip Code is hidden with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select Zip Code field
3. Leave Zip Code with test data
4. Submit Save button
5. Verify is hidden

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Select Zip Code field
3. Leave Zip Code with test data
4. Submit Save button
5. Verify is hidden",Success message is displayed,Negative,Valid
TC-812,Verify Cookies - Drag Username is required with empty data,Test Case,High,To Do,7,Web App,"Cookies,Equivalence Partitioning,Regression",Automation Team,QA Team,"Verify Cookies - Drag Username is required with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Username field
3. Clear Username with test data
4. Click Next button
5. Verify is required

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Drag Username field
3. Clear Username with test data
4. Click Next button
5. Verify is required",Validation error is shown,Equivalence Partitioning,Null
TC-813,Verify Local Storage - Scroll Confirm Password equals with concurrent requests,Test Case,Medium,To Do,4,Web App,"Local Storage,UI,Regression",Unassigned,QA Team,"Verify Local Storage - Scroll Confirm Password equals with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Scroll Confirm Password field
3. Fill in Confirm Password with test data
4. Submit Login button
5. Verify equals

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Scroll Confirm Password field
3. Fill in Confirm Password with test data
4. Submit Login button
5. Verify equals",Validation error is shown,UI,Boundary
TC-814,Verify API Response Time - Blur Date of Birth is valid with invalid data,Test Case,High,To Do,2,Web App,"API Response Time,Compatibility,Regression",QA Team,QA Team,"Verify API Response Time - Blur Date of Birth is valid with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur Date of Birth field
3. Fill in Date of Birth with test data
4. Click Submit button
5. Verify is valid

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Blur Date of Birth field
3. Fill in Date of Birth with test data
4. Click Submit button
5. Verify is valid",Validation error is shown,Compatibility,Invalid
TC-815,Verify Timeouts - Download OTP does not contain with minimum characters,Test Case,Low,To Do,1,Web App,"Timeouts,Decision Table,Regression",QA Team,QA Team,"Verify Timeouts - Download OTP does not contain with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download OTP field
3. Leave OTP with test data
4. Click Register button
5. Verify does not contain

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Download OTP field
3. Leave OTP with test data
4. Click Register button
5. Verify does not contain",User is redirected to dashboard,Decision Table,Boundary
TC-816,Verify Edge - Select Dropdown is collapsed with valid data,Test Case,Medium,To Do,6,Web App,"Edge,Security,Regression",Unassigned,QA Team,"Verify Edge - Select Dropdown is collapsed with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select Dropdown field
3. Clear Dropdown with test data
4. Select Submit button
5. Verify is collapsed

**Expected Result:** Error message 'Try again later' is displayed","1. Navigate to app.vwo.com
2. Select Dropdown field
3. Clear Dropdown with test data
4. Select Submit button
5. Verify is collapsed",Error message 'Try again later' is displayed,Security,Valid
TC-817,Verify Security - Submit Username is checked with browser back button,Test Case,High,To Do,2,Web App,"Security,UI,Regression",Unassigned,QA Team,"Verify Security - Submit Username is checked with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Submit Username field
3. Fill in Username with test data
4. Select Next button
5. Verify is checked

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Submit Username field
3. Fill in Username with test data
4. Select Next button
5. Verify is checked",Success message is displayed,UI,Valid
TC-818,Verify Keyboard Navigation - Select Email is visible with browser back button,Test Case,Low,To Do,1,Web App,"Keyboard Navigation,Functional,Regression",QA Team,QA Team,"Verify Keyboard Navigation - Select Email is visible with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select Email field
3. Leave Email with test data
4. Select Login button
5. Verify is visible

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Select Email field
3. Leave Email with test data
4. Select Login button
5. Verify is visible",Success message is displayed,Functional,Valid
TC-819,Verify Edge - Navigate Radio Button is expanded with valid data,Test Case,High,To Do,3,Web App,"Edge,Equivalence Partitioning,Regression",QA Team,QA Team,"Verify Edge - Navigate Radio Button is expanded with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Radio Button field
3. Fill in Radio Button with test data
4. Submit Save button
5. Verify is expanded

**Expected Result:** Error message 'Invalid credentials' is displayed","1. Navigate to app.vwo.com
2. Navigate Radio Button field
3. Fill in Radio Button with test data
4. Submit Save button
5. Verify is expanded",Error message 'Invalid credentials' is displayed,Equivalence Partitioning,Null
TC-820,Verify Success Messages - Enter First Name is hidden with invalid data,Test Case,High,To Do,5,Web App,"Success Messages,Smoke,Regression",Automation Team,QA Team,"Verify Success Messages - Enter First Name is hidden with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter First Name field
3. Fill in First Name with test data
4. Click Next button
5. Verify is hidden

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Enter First Name field
3. Fill in First Name with test data
4. Click Next button
5. Verify is hidden",Validation error is shown,Smoke,Boundary
TC-821,Verify Tablet View - Enter Verification Code is not selected with minimum characters,Test Case,High,To Do,7,Web App,"Tablet View,UI,Regression",Unassigned,QA Team,"Verify Tablet View - Enter Verification Code is not selected with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Verification Code field
3. Leave Verification Code with test data
4. Submit Register button
5. Verify is not selected

**Expected Result:** Error message 'Try again later' is displayed","1. Navigate to app.vwo.com
2. Enter Verification Code field
3. Leave Verification Code with test data
4. Submit Register button
5. Verify is not selected",Error message 'Try again later' is displayed,UI,Null
TC-822,Verify API Integration - Delete Radio Button equals with expired session,Test Case,Low,To Do,2,Web App,"API Integration,Decision Table,Regression",Unassigned,QA Team,"Verify API Integration - Delete Radio Button equals with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Delete Radio Button field
3. Leave Radio Button with test data
4. Click Login button
5. Verify equals

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Delete Radio Button field
3. Leave Radio Button with test data
4. Click Login button
5. Verify equals",Success message is displayed,Decision Table,Valid
TC-823,Verify Timeouts - Maximize Phone Number is expanded with browser close,Test Case,Low,To Do,7,Web App,"Timeouts,Boundary,Regression",QA Team,QA Team,"Verify Timeouts - Maximize Phone Number is expanded with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Phone Number field
3. Clear Phone Number with test data
4. Submit Submit button
5. Verify is expanded

**Expected Result:** Phone Number is expanded","1. Navigate to app.vwo.com
2. Maximize Phone Number field
3. Clear Phone Number with test data
4. Submit Submit button
5. Verify is expanded",Phone Number is expanded,Boundary,Boundary
TC-824,Verify Login - Minimize Dropdown is collapsed with SQL injection,Test Case,Medium,To Do,5,Web App,"Login,Negative,Regression",QA Team,QA Team,"Verify Login - Minimize Dropdown is collapsed with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Dropdown field
3. Leave Dropdown with test data
4. Select Login button
5. Verify is collapsed

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Minimize Dropdown field
3. Leave Dropdown with test data
4. Select Login button
5. Verify is collapsed",User is redirected to dashboard,Negative,Invalid
TC-825,Verify Mobile View - Delete Last Name is displayed with valid data,Test Case,High,To Do,7,Web App,"Mobile View,Use Case,Regression",Automation Team,QA Team,"Verify Mobile View - Delete Last Name is displayed with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Delete Last Name field
3. Clear Last Name with test data
4. Click Register button
5. Verify is displayed

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Delete Last Name field
3. Clear Last Name with test data
4. Click Register button
5. Verify is displayed",Data is saved successfully,Use Case,Valid
TC-826,Verify Registration - Blur Checkbox is checked with empty data,Test Case,High,To Do,3,Web App,"Registration,State Transition,Regression",Automation Team,QA Team,"Verify Registration - Blur Checkbox is checked with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur Checkbox field
3. Fill in Checkbox with test data
4. Click Login button
5. Verify is checked

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Blur Checkbox field
3. Fill in Checkbox with test data
4. Click Login button
5. Verify is checked",Data is saved successfully,State Transition,Boundary
TC-827,Verify Page Load Time - Enter Password is enabled with multiple tabs,Test Case,Low,To Do,8,Web App,"Page Load Time,Equivalence Partitioning,Regression",Automation Team,QA Team,"Verify Page Load Time - Enter Password is enabled with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Password field
3. Clear Password with test data
4. Submit Next button
5. Verify is enabled

**Expected Result:** Error message 'Invalid email format' is displayed","1. Navigate to app.vwo.com
2. Enter Password field
3. Clear Password with test data
4. Submit Next button
5. Verify is enabled",Error message 'Invalid email format' is displayed,Equivalence Partitioning,Null
TC-828,Verify Forgot Password - Hover Security Question is hidden with page refresh,Test Case,Low,To Do,3,Web App,"Forgot Password,Security,Regression",Unassigned,QA Team,"Verify Forgot Password - Hover Security Question is hidden with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Hover Security Question field
3. Fill in Security Question with test data
4. Submit Next button
5. Verify is hidden

**Expected Result:** Security Question is hidden","1. Navigate to app.vwo.com
2. Hover Security Question field
3. Fill in Security Question with test data
4. Submit Next button
5. Verify is hidden",Security Question is hidden,Security,Boundary
TC-829,Verify Tablet View - Verify Zip Code equals with valid data,Test Case,Low,To Do,2,Web App,"Tablet View,UI,Regression",Automation Team,QA Team,"Verify Tablet View - Verify Zip Code equals with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Zip Code field
3. Leave Zip Code with test data
4. Select Save button
5. Verify equals

**Expected Result:** Error message 'This field is required' is displayed","1. Navigate to app.vwo.com
2. Verify Zip Code field
3. Leave Zip Code with test data
4. Select Save button
5. Verify equals",Error message 'This field is required' is displayed,UI,Invalid
TC-830,Verify Session Storage - Verify Date of Birth is displayed with slow connection,Test Case,Medium,To Do,3,Web App,"Session Storage,Use Case,Regression",Automation Team,QA Team,"Verify Session Storage - Verify Date of Birth is displayed with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Date of Birth field
3. Clear Date of Birth with test data
4. Select Next button
5. Verify is displayed

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Verify Date of Birth field
3. Clear Date of Birth with test data
4. Select Next button
5. Verify is displayed",Success message is displayed,Use Case,Valid
TC-831,Verify Desktop View - Minimize Dropdown is disabled with empty data,Test Case,High,To Do,5,Web App,"Desktop View,Regression,Regression",QA Team,QA Team,"Verify Desktop View - Minimize Dropdown is disabled with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Dropdown field
3. Fill in Dropdown with test data
4. Submit Cancel button
5. Verify is disabled

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Minimize Dropdown field
3. Fill in Dropdown with test data
4. Submit Cancel button
5. Verify is disabled",Data is saved successfully,Regression,Boundary
TC-832,Verify ARIA Labels - Submit Username is hidden with valid data,Test Case,High,To Do,7,Web App,"ARIA Labels,UI,Regression",Unassigned,QA Team,"Verify ARIA Labels - Submit Username is hidden with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Submit Username field
3. Leave Username with test data
4. Select Register button
5. Verify is hidden

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Submit Username field
3. Leave Username with test data
4. Select Register button
5. Verify is hidden",Validation error is shown,UI,Invalid
TC-833,Verify Mobile View - Drag Security Question is collapsed with special characters,Test Case,Low,To Do,8,Web App,"Mobile View,Positive,Regression",QA Team,QA Team,"Verify Mobile View - Drag Security Question is collapsed with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Security Question field
3. Clear Security Question with test data
4. Click Cancel button
5. Verify is collapsed

**Expected Result:** Security Question is collapsed","1. Navigate to app.vwo.com
2. Drag Security Question field
3. Clear Security Question with test data
4. Click Cancel button
5. Verify is collapsed",Security Question is collapsed,Positive,Boundary
TC-834,Verify Cookies - Refresh Checkbox contains with browser close,Test Case,Low,To Do,7,Web App,"Cookies,UI,Regression",QA Team,QA Team,"Verify Cookies - Refresh Checkbox contains with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Refresh Checkbox field
3. Clear Checkbox with test data
4. Select Next button
5. Verify contains

**Expected Result:** Checkbox contains","1. Navigate to app.vwo.com
2. Refresh Checkbox field
3. Clear Checkbox with test data
4. Select Next button
5. Verify contains",Checkbox contains,UI,Null
TC-835,Verify Logout - Download Search Box is expanded with slow connection,Test Case,Medium,To Do,6,Web App,"Logout,Equivalence Partitioning,Regression",Unassigned,QA Team,"Verify Logout - Download Search Box is expanded with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Search Box field
3. Clear Search Box with test data
4. Submit Cancel button
5. Verify is expanded

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Download Search Box field
3. Clear Search Box with test data
4. Submit Cancel button
5. Verify is expanded",Validation error is shown,Equivalence Partitioning,Null
TC-836,Verify Navigation - Validate Answer is checked with valid data,Test Case,High,To Do,7,Web App,"Navigation,Boundary,Regression",Automation Team,QA Team,"Verify Navigation - Validate Answer is checked with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Answer field
3. Leave Answer with test data
4. Select Save button
5. Verify is checked

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Validate Answer field
3. Leave Answer with test data
4. Select Save button
5. Verify is checked",User is redirected to dashboard,Boundary,Boundary
TC-837,Verify Error Messages - Upload Answer is within range with empty data,Test Case,Low,To Do,1,Web App,"Error Messages,Compatibility,Regression",Unassigned,QA Team,"Verify Error Messages - Upload Answer is within range with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Answer field
3. Clear Answer with test data
4. Click Next button
5. Verify is within range

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Upload Answer field
3. Clear Answer with test data
4. Click Next button
5. Verify is within range",User is redirected to dashboard,Compatibility,Null
TC-838,Verify Error Messages - Maximize Country is collapsed with expired session,Test Case,High,To Do,1,Web App,"Error Messages,UI,Regression",Automation Team,QA Team,"Verify Error Messages - Maximize Country is collapsed with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Country field
3. Clear Country with test data
4. Select Save button
5. Verify is collapsed

**Expected Result:** Country is collapsed","1. Navigate to app.vwo.com
2. Maximize Country field
3. Clear Country with test data
4. Select Save button
5. Verify is collapsed",Country is collapsed,UI,Null
TC-839,Verify Login - Blur OTP is displayed with slow connection,Test Case,High,To Do,8,Web App,"Login,Regression,Regression",Automation Team,QA Team,"Verify Login - Blur OTP is displayed with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur OTP field
3. Clear OTP with test data
4. Select Save button
5. Verify is displayed

**Expected Result:** Error message 'Network error' is displayed","1. Navigate to app.vwo.com
2. Blur OTP field
3. Clear OTP with test data
4. Select Save button
5. Verify is displayed",Error message 'Network error' is displayed,Regression,Boundary
TC-840,Verify Chrome - Drag Captcha contains with invalid data,Test Case,Medium,To Do,4,Web App,"Chrome,State Transition,Regression",Unassigned,QA Team,"Verify Chrome - Drag Captcha contains with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Captcha field
3. Leave Captcha with test data
4. Submit Submit button
5. Verify contains

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Drag Captcha field
3. Leave Captcha with test data
4. Submit Submit button
5. Verify contains",Data is saved successfully,State Transition,Valid
TC-841,Verify Warning Messages - Download Dropdown is required with empty data,Test Case,High,To Do,7,Web App,"Warning Messages,Compatibility,Regression",QA Team,QA Team,"Verify Warning Messages - Download Dropdown is required with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Dropdown field
3. Clear Dropdown with test data
4. Submit Register button
5. Verify is required

**Expected Result:** Dropdown is required","1. Navigate to app.vwo.com
2. Download Dropdown field
3. Clear Dropdown with test data
4. Submit Register button
5. Verify is required",Dropdown is required,Compatibility,Null
TC-842,Verify Session Storage - Click Date of Birth is disabled with concurrent requests,Test Case,Medium,To Do,4,Web App,"Session Storage,Security,Regression",Unassigned,QA Team,"Verify Session Storage - Click Date of Birth is disabled with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click Date of Birth field
3. Clear Date of Birth with test data
4. Click Cancel button
5. Verify is disabled

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Click Date of Birth field
3. Clear Date of Birth with test data
4. Click Cancel button
5. Verify is disabled",Data is saved successfully,Security,Boundary
TC-843,Verify Chrome - Maximize Password is collapsed with expired session,Test Case,Low,To Do,5,Web App,"Chrome,Equivalence Partitioning,Regression",QA Team,QA Team,"Verify Chrome - Maximize Password is collapsed with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Password field
3. Fill in Password with test data
4. Submit Login button
5. Verify is collapsed

**Expected Result:** Password is collapsed","1. Navigate to app.vwo.com
2. Maximize Password field
3. Fill in Password with test data
4. Submit Login button
5. Verify is collapsed",Password is collapsed,Equivalence Partitioning,Null
TC-844,Verify Authentication - Minimize Captcha is invalid with trailing spaces,Test Case,High,To Do,7,Web App,"Authentication,Negative,Regression",Unassigned,QA Team,"Verify Authentication - Minimize Captcha is invalid with trailing spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Captcha field
3. Fill in Captcha with test data
4. Select Submit button
5. Verify is invalid

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Minimize Captcha field
3. Fill in Captcha with test data
4. Select Submit button
5. Verify is invalid",Success message is displayed,Negative,Null
TC-845,Verify Responsive Design - Focus File Upload matches with valid data,Test Case,Low,To Do,8,Web App,"Responsive Design,State Transition,Regression",QA Team,QA Team,"Verify Responsive Design - Focus File Upload matches with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus File Upload field
3. Leave File Upload with test data
4. Submit Save button
5. Verify matches

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Focus File Upload field
3. Leave File Upload with test data
4. Submit Save button
5. Verify matches",User is redirected to dashboard,State Transition,Invalid
TC-846,Verify Responsive Design - Clear Search Box equals during network failure,Test Case,Low,To Do,2,Web App,"Responsive Design,Decision Table,Regression",QA Team,QA Team,"Verify Responsive Design - Clear Search Box equals during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Search Box field
3. Fill in Search Box with test data
4. Click Submit button
5. Verify equals

**Expected Result:** Search Box equals","1. Navigate to app.vwo.com
2. Clear Search Box field
3. Fill in Search Box with test data
4. Click Submit button
5. Verify equals",Search Box equals,Decision Table,Null
TC-847,Verify Accessibility - Enter Search Box is valid with leading spaces,Test Case,Low,To Do,8,Web App,"Accessibility,Positive,Regression",QA Team,QA Team,"Verify Accessibility - Enter Search Box is valid with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Search Box field
3. Clear Search Box with test data
4. Submit Login button
5. Verify is valid

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Enter Search Box field
3. Clear Search Box with test data
4. Submit Login button
5. Verify is valid",Data is saved successfully,Positive,Boundary
TC-848,Verify AJAX Calls - Drag Search Box does not contain with XSS,Test Case,Low,To Do,7,Web App,"AJAX Calls,Regression,Regression",Unassigned,QA Team,"Verify AJAX Calls - Drag Search Box does not contain with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Search Box field
3. Clear Search Box with test data
4. Submit Cancel button
5. Verify does not contain

**Expected Result:** Error message 'This field is required' is displayed","1. Navigate to app.vwo.com
2. Drag Search Box field
3. Clear Search Box with test data
4. Submit Cancel button
5. Verify does not contain",Error message 'This field is required' is displayed,Regression,Valid
TC-849,Verify Input Fields - Focus Search Box is less than with expired session,Test Case,High,To Do,5,Web App,"Input Fields,Usability,Regression",Unassigned,QA Team,"Verify Input Fields - Focus Search Box is less than with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus Search Box field
3. Fill in Search Box with test data
4. Submit Cancel button
5. Verify is less than

**Expected Result:** Search Box is less than","1. Navigate to app.vwo.com
2. Focus Search Box field
3. Fill in Search Box with test data
4. Submit Cancel button
5. Verify is less than",Search Box is less than,Usability,Boundary
TC-850,Verify Authorization - Edit Phone Number is greater than with page refresh,Test Case,High,To Do,6,Web App,"Authorization,UI,Regression",QA Team,QA Team,"Verify Authorization - Edit Phone Number is greater than with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Edit Phone Number field
3. Fill in Phone Number with test data
4. Select Next button
5. Verify is greater than

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Edit Phone Number field
3. Fill in Phone Number with test data
4. Select Next button
5. Verify is greater than",User is redirected to dashboard,UI,Invalid
TC-851,Verify ARIA Labels - Hover OTP is enabled with expired session,Test Case,High,To Do,1,Web App,"ARIA Labels,Security,Regression",Unassigned,QA Team,"Verify ARIA Labels - Hover OTP is enabled with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Hover OTP field
3. Clear OTP with test data
4. Select Register button
5. Verify is enabled

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Hover OTP field
3. Clear OTP with test data
4. Select Register button
5. Verify is enabled",Success message is displayed,Security,Null
TC-852,Verify Error Messages - Upload Text Area is collapsed with browser close,Test Case,Low,To Do,5,Web App,"Error Messages,Functional,Regression",QA Team,QA Team,"Verify Error Messages - Upload Text Area is collapsed with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Text Area field
3. Leave Text Area with test data
4. Select Register button
5. Verify is collapsed

**Expected Result:** Error message 'Invalid email format' is displayed","1. Navigate to app.vwo.com
2. Upload Text Area field
3. Leave Text Area with test data
4. Select Register button
5. Verify is collapsed",Error message 'Invalid email format' is displayed,Functional,Null
TC-853,Verify Local Storage - Upload Captcha is required with minimum characters,Test Case,Low,To Do,1,Web App,"Local Storage,Negative,Regression",Unassigned,QA Team,"Verify Local Storage - Upload Captcha is required with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Captcha field
3. Fill in Captcha with test data
4. Submit Login button
5. Verify is required

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Upload Captcha field
3. Fill in Captcha with test data
4. Submit Login button
5. Verify is required",User is redirected to dashboard,Negative,Boundary
TC-854,Verify Icons - Drop Company Name is collapsed during network failure,Test Case,Medium,To Do,5,Web App,"Icons,Boundary,Regression",QA Team,QA Team,"Verify Icons - Drop Company Name is collapsed during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drop Company Name field
3. Clear Company Name with test data
4. Select Submit button
5. Verify is collapsed

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Drop Company Name field
3. Clear Company Name with test data
4. Select Submit button
5. Verify is collapsed",Data is saved successfully,Boundary,Invalid
TC-855,Verify Dashboard - Download Last Name matches with special characters,Test Case,Low,To Do,6,Web App,"Dashboard,Positive,Regression",QA Team,QA Team,"Verify Dashboard - Download Last Name matches with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Last Name field
3. Clear Last Name with test data
4. Select Save button
5. Verify matches

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Download Last Name field
3. Clear Last Name with test data
4. Select Save button
5. Verify matches",Validation error is shown,Positive,Valid
TC-856,Verify Network Requests - Clear Dropdown matches with XSS,Test Case,Medium,To Do,5,Web App,"Network Requests,Regression,Regression",Unassigned,QA Team,"Verify Network Requests - Clear Dropdown matches with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Dropdown field
3. Fill in Dropdown with test data
4. Select Submit button
5. Verify matches

**Expected Result:** Error message 'Access denied' is displayed","1. Navigate to app.vwo.com
2. Clear Dropdown field
3. Fill in Dropdown with test data
4. Select Submit button
5. Verify matches",Error message 'Access denied' is displayed,Regression,Boundary
TC-857,Verify Navigation - Validate Verification Code does not contain with maximum characters,Test Case,High,To Do,8,Web App,"Navigation,UI,Regression",QA Team,QA Team,"Verify Navigation - Validate Verification Code does not contain with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Verification Code field
3. Clear Verification Code with test data
4. Click Register button
5. Verify does not contain

**Expected Result:** Error message 'Invalid credentials' is displayed","1. Navigate to app.vwo.com
2. Validate Verification Code field
3. Clear Verification Code with test data
4. Click Register button
5. Verify does not contain",Error message 'Invalid credentials' is displayed,UI,Invalid
